quarter,type,district,district_display,project,flat_type,median_rent
2020Q1,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,EXEC,2100
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,1-RM,0
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,2-RM,0
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,3-RM,1800
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,4-RM,2200
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,5-RM,2300
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,EXEC,0
2020Q1,HDB,18,"Tampines, Pasir Ris",HDB,1-RM,0
2020Q1,HDB,18,"Tampines, Pasir Ris",HDB,2-RM,0
2020Q1,HDB,18,"Tampines, Pasir Ris",HDB,3-RM,1750
2020Q1,HDB,18,"Tampines, Pasir Ris",HDB,4-RM,2100
2020Q1,HDB,18,"Tampines, Pasir Ris",HDB,5-RM,2250
2020Q1,HDB,18,"Tampines, Pasir Ris",HDB,EXEC,2400
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,1-RM,0
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,2-RM,0
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,3-RM,1800
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,4-RM,2200
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,5-RM,2500
2020Q1,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,EXEC,0
2020Q1,HDB,25,"Kranji, Woodgrove",HDB,1-RM,0
2020Q1,HDB,25,"Kranji, Woodgrove",HDB,2-RM,0
2020Q1,HDB,25,"Kranji, Woodgrove",HDB,3-RM,1400
2020Q1,HDB,25,"Kranji, Woodgrove",HDB,4-RM,1750
2020Q1,HDB,25,"Kranji, Woodgrove",HDB,5-RM,1800
2020Q1,HDB,25,"Kranji, Woodgrove",HDB,EXEC,2000
2020Q1,HDB,27,"Yishun, Sembawang",HDB,1-RM,0
2020Q1,HDB,27,"Yishun, Sembawang",HDB,2-RM,0
2020Q1,HDB,27,"Yishun, Sembawang",HDB,3-RM,1600
2020Q1,HDB,27,"Yishun, Sembawang",HDB,4-RM,1800
2020Q1,HDB,27,"Yishun, Sembawang",HDB,5-RM,2030
2020Q1,HDB,27,"Yishun, Sembawang",HDB,EXEC,2100
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,1-RM,0
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,2-RM,0
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,3-RM,1700
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,4-RM,2100
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,5-RM,2350
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,EXEC,0
2020Q2,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,1-RM,0
2020Q2,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,2-RM,0
2020Q2,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,3-RM,1700
2020Q2,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,4-RM,2000
2020Q2,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,5-RM,2300
2020Q2,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,EXEC,2400
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,1-RM,0
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,2-RM,0
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,3-RM,1800
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,4-RM,2300
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,5-RM,2500
2020Q2,HDB,20,"Bishan, Ang Mo Kio",HDB,EXEC,0
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1-RM,0
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,2-RM,0
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,3-RM,1600
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,4-RM,1900
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,5-RM,2100
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,EXEC,0
2020Q2,HDB,4,"Telok Blangah, Harbourfront",HDB,1-RM,0
2020Q2,HDB,4,"Telok Blangah, Harbourfront",HDB,2-RM,0
2020Q2,HDB,4,"Telok Blangah, Harbourfront",HDB,3-RM,1950
2020Q2,HDB,4,"Telok Blangah, Harbourfront",HDB,4-RM,2500
2020Q2,HDB,4,"Telok Blangah, Harbourfront",HDB,5-RM,2700
2020Q2,HDB,4,"Telok Blangah, Harbourfront",HDB,EXEC,0
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1-RM,0
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,2-RM,0
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,3-RM,1500
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,4-RM,1700
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,5-RM,1900
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,EXEC,2000
2020Q2,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,1-RM,0
2020Q2,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,2-RM,0
2020Q2,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,3-RM,0
2020Q2,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,4-RM,0
2020Q2,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,5-RM,0
2020Q2,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,EXEC,0
2020Q2,HDB,2,"Anson, Tanjong Pagar",HDB,1-RM,0
2020Q2,HDB,2,"Anson, Tanjong Pagar",HDB,2-RM,0
2020Q2,HDB,2,"Anson, Tanjong Pagar",HDB,3-RM,2080
2020Q2,HDB,2,"Anson, Tanjong Pagar",HDB,4-RM,2500
2020Q2,HDB,2,"Anson, Tanjong Pagar",HDB,5-RM,0
2020Q2,HDB,2,"Anson, Tanjong Pagar",HDB,EXEC,0
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1-RM,0
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,2-RM,0
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,3-RM,0
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,4-RM,1800
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,5-RM,1850
2020Q2,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,EXEC,2000
2020Q2,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,1-RM,0
2020Q2,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,2-RM,0
2020Q2,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,3-RM,1880
2020Q2,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,4-RM,2350
2020Q2,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,5-RM,2580
2020Q2,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,EXEC,0
2020Q2,HDB,14,"Geylang, Eunos",HDB,1-RM,0
2020Q2,HDB,14,"Geylang, Eunos",HDB,2-RM,0
2020Q2,HDB,14,"Geylang, Eunos",HDB,3-RM,1750
2020Q2,HDB,14,"Geylang, Eunos",HDB,4-RM,2250
2020Q2,HDB,14,"Geylang, Eunos",HDB,5-RM,2450
2020Q2,HDB,14,"Geylang, Eunos",HDB,EXEC,0
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,1-RM,0
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,2-RM,0
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,3-RM,1650
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,4-RM,1900
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,5-RM,2100
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,EXEC,2250
2020Q2,HDB,22,Jurong,HDB,1-RM,0
2020Q2,HDB,22,Jurong,HDB,2-RM,0
2020Q2,HDB,22,Jurong,HDB,3-RM,1700
2020Q2,HDB,22,Jurong,HDB,4-RM,2000
2020Q2,HDB,22,Jurong,HDB,5-RM,2250
2020Q2,HDB,22,Jurong,HDB,EXEC,2500
2020Q2,HDB,22,Jurong,HDB,1-RM,0
2020Q2,HDB,22,Jurong,HDB,2-RM,0
2020Q2,HDB,22,Jurong,HDB,3-RM,1650
2020Q2,HDB,22,Jurong,HDB,4-RM,2000
2020Q2,HDB,22,Jurong,HDB,5-RM,2100
2020Q2,HDB,22,Jurong,HDB,EXEC,2200
2020Q2,HDB,14,"Geylang, Eunos",HDB,1-RM,0
2020Q2,HDB,14,"Geylang, Eunos",HDB,2-RM,0
2020Q2,HDB,14,"Geylang, Eunos",HDB,3-RM,1850
2020Q2,HDB,14,"Geylang, Eunos",HDB,4-RM,2400
2020Q2,HDB,14,"Geylang, Eunos",HDB,5-RM,2500
2020Q2,HDB,14,"Geylang, Eunos",HDB,EXEC,0
2020Q2,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,1-RM,0
2020Q2,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,2-RM,0
2020Q2,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,3-RM,1800
2020Q2,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,4-RM,2050
2020Q2,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,5-RM,0
2020Q2,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,EXEC,0
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,1-RM,0
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,2-RM,0
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,3-RM,0
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,4-RM,1900
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,5-RM,2050
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,EXEC,2200
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,1-RM,0
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,2-RM,0
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,3-RM,0
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,4-RM,1900
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,5-RM,1900
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,EXEC,0
2020Q2,HDB,3,"Queenstown, Tiong Bahru",HDB,1-RM,0
2020Q2,HDB,3,"Queenstown, Tiong Bahru",HDB,2-RM,0
2020Q2,HDB,3,"Queenstown, Tiong Bahru",HDB,3-RM,1900
2020Q2,HDB,3,"Queenstown, Tiong Bahru",HDB,4-RM,2550
2020Q2,HDB,3,"Queenstown, Tiong Bahru",HDB,5-RM,2750
2020Q2,HDB,3,"Queenstown, Tiong Bahru",HDB,EXEC,0
2020Q2,HDB,27,"Yishun, Sembawang",HDB,1-RM,0
2020Q2,HDB,27,"Yishun, Sembawang",HDB,2-RM,0
2020Q2,HDB,27,"Yishun, Sembawang",HDB,3-RM,0
2020Q2,HDB,27,"Yishun, Sembawang",HDB,4-RM,1800
2020Q2,HDB,27,"Yishun, Sembawang",HDB,5-RM,1900
2020Q2,HDB,27,"Yishun, Sembawang",HDB,EXEC,2050
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,1-RM,0
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,2-RM,0
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,3-RM,0
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,4-RM,1850
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,5-RM,1950
2020Q2,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,EXEC,2100
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,1-RM,0
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,2-RM,0
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,3-RM,1800
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,4-RM,2200
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,5-RM,2100
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,EXEC,0
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,1-RM,0
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,2-RM,0
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,3-RM,1750
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,4-RM,2000
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,5-RM,2200
2020Q2,HDB,18,"Tampines, Pasir Ris",HDB,EXEC,2300
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,1-RM,0
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,2-RM,0
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,3-RM,1800
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,4-RM,2300
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,5-RM,2600
2020Q2,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,EXEC,0
2020Q2,HDB,25,"Kranji, Woodgrove",HDB,1-RM,0
2020Q2,HDB,25,"Kranji, Woodgrove",HDB,2-RM,0
2020Q2,HDB,25,"Kranji, Woodgrove",HDB,3-RM,1400
2020Q2,HDB,25,"Kranji, Woodgrove",HDB,4-RM,1710
2020Q2,HDB,25,"Kranji, Woodgrove",HDB,5-RM,1800
2020Q2,HDB,25,"Kranji, Woodgrove",HDB,EXEC,2130
2020Q2,HDB,27,"Yishun, Sembawang",HDB,1-RM,0
2020Q2,HDB,27,"Yishun, Sembawang",HDB,2-RM,0
2020Q2,HDB,27,"Yishun, Sembawang",HDB,3-RM,1550
2020Q2,HDB,27,"Yishun, Sembawang",HDB,4-RM,1850
2020Q2,HDB,27,"Yishun, Sembawang",HDB,5-RM,2000
2020Q2,HDB,27,"Yishun, Sembawang",HDB,EXEC,2100
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,1-RM,0
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,2-RM,0
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,3-RM,1750
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,4-RM,2140
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,5-RM,2400
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,EXEC,0
2020Q3,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,1-RM,0
2020Q3,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,2-RM,0
2020Q3,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,3-RM,1800
2020Q3,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,4-RM,2030
2020Q3,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,5-RM,2200
2020Q3,HDB,16,"Bedok, Upper East Coast, Eastwood, Kew Drive",HDB,EXEC,0
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,1-RM,0
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,2-RM,0
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,3-RM,1850
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,4-RM,2250
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,5-RM,2500
2020Q3,HDB,20,"Bishan, Ang Mo Kio",HDB,EXEC,0
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1-RM,0
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,2-RM,0
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,3-RM,1650
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,4-RM,2050
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,5-RM,2150
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,EXEC,0
2020Q3,HDB,4,"Telok Blangah, Harbourfront",HDB,1-RM,0
2020Q3,HDB,4,"Telok Blangah, Harbourfront",HDB,2-RM,0
2020Q3,HDB,4,"Telok Blangah, Harbourfront",HDB,3-RM,2000
2020Q3,HDB,4,"Telok Blangah, Harbourfront",HDB,4-RM,2550
2020Q3,HDB,4,"Telok Blangah, Harbourfront",HDB,5-RM,2800
2020Q3,HDB,4,"Telok Blangah, Harbourfront",HDB,EXEC,0
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1-RM,0
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,2-RM,0
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,3-RM,1530
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,4-RM,1750
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,5-RM,1900
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,EXEC,2200
2020Q3,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,1-RM,0
2020Q3,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,2-RM,0
2020Q3,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,3-RM,0
2020Q3,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,4-RM,0
2020Q3,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,5-RM,0
2020Q3,HDB,10,"Ardmore, Bukit Timah, Holland Road, Tanglin",HDB,EXEC,0
2020Q3,HDB,2,"Anson, Tanjong Pagar",HDB,1-RM,0
2020Q3,HDB,2,"Anson, Tanjong Pagar",HDB,2-RM,0
2020Q3,HDB,2,"Anson, Tanjong Pagar",HDB,3-RM,2150
2020Q3,HDB,2,"Anson, Tanjong Pagar",HDB,4-RM,2600
2020Q3,HDB,2,"Anson, Tanjong Pagar",HDB,5-RM,0
2020Q3,HDB,2,"Anson, Tanjong Pagar",HDB,EXEC,0
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,1-RM,0
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,2-RM,0
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,3-RM,0
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,4-RM,1800
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,5-RM,1880
2020Q3,HDB,23,"Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",HDB,EXEC,2200
2020Q3,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,1-RM,0
2020Q3,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,2-RM,0
2020Q3,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,3-RM,1900
2020Q3,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,4-RM,2400
2020Q3,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,5-RM,2600
2020Q3,HDB,5,"Pasir Panjang, Hong Leong Garden, Clementi New Town",HDB,EXEC,0
2020Q3,HDB,14,"Geylang, Eunos",HDB,1-RM,0
2020Q3,HDB,14,"Geylang, Eunos",HDB,2-RM,0
2020Q3,HDB,14,"Geylang, Eunos",HDB,3-RM,1800
2020Q3,HDB,14,"Geylang, Eunos",HDB,4-RM,2300
2020Q3,HDB,14,"Geylang, Eunos",HDB,5-RM,2500
2020Q3,HDB,14,"Geylang, Eunos",HDB,EXEC,0
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,1-RM,0
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,2-RM,0
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,3-RM,1700
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,4-RM,2000
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,5-RM,2100
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,EXEC,0
2020Q3,HDB,22,Jurong,HDB,1-RM,0
2020Q3,HDB,22,Jurong,HDB,2-RM,0
2020Q3,HDB,22,Jurong,HDB,3-RM,1750
2020Q3,HDB,22,Jurong,HDB,4-RM,2100
2020Q3,HDB,22,Jurong,HDB,5-RM,2300
2020Q3,HDB,22,Jurong,HDB,EXEC,0
2020Q3,HDB,22,Jurong,HDB,1-RM,0
2020Q3,HDB,22,Jurong,HDB,2-RM,0
2020Q3,HDB,22,Jurong,HDB,3-RM,1600
2020Q3,HDB,22,Jurong,HDB,4-RM,2000
2020Q3,HDB,22,Jurong,HDB,5-RM,2200
2020Q3,HDB,22,Jurong,HDB,EXEC,2400
2020Q3,HDB,14,"Geylang, Eunos",HDB,1-RM,0
2020Q3,HDB,14,"Geylang, Eunos",HDB,2-RM,0
2020Q3,HDB,14,"Geylang, Eunos",HDB,3-RM,1900
2020Q3,HDB,14,"Geylang, Eunos",HDB,4-RM,2400
2020Q3,HDB,14,"Geylang, Eunos",HDB,5-RM,2500
2020Q3,HDB,14,"Geylang, Eunos",HDB,EXEC,0
2020Q3,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,1-RM,0
2020Q3,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,2-RM,0
2020Q3,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,3-RM,1800
2020Q3,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,4-RM,2150
2020Q3,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,5-RM,0
2020Q3,HDB,15,"Katong, Joo Chiat, Amber Road",HDB,EXEC,0
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,1-RM,0
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,2-RM,0
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,3-RM,0
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,4-RM,2000
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,5-RM,2150
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,EXEC,2300
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,1-RM,0
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,2-RM,0
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,3-RM,1700
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,4-RM,1900
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,5-RM,2000
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,EXEC,0
2020Q3,HDB,3,"Queenstown, Tiong Bahru",HDB,1-RM,0
2020Q3,HDB,3,"Queenstown, Tiong Bahru",HDB,2-RM,0
2020Q3,HDB,3,"Queenstown, Tiong Bahru",HDB,3-RM,1900
2020Q3,HDB,3,"Queenstown, Tiong Bahru",HDB,4-RM,2600
2020Q3,HDB,3,"Queenstown, Tiong Bahru",HDB,5-RM,2850
2020Q3,HDB,3,"Queenstown, Tiong Bahru",HDB,EXEC,0
2020Q3,HDB,27,"Yishun, Sembawang",HDB,1-RM,0
2020Q3,HDB,27,"Yishun, Sembawang",HDB,2-RM,0
2020Q3,HDB,27,"Yishun, Sembawang",HDB,3-RM,0
2020Q3,HDB,27,"Yishun, Sembawang",HDB,4-RM,1800
2020Q3,HDB,27,"Yishun, Sembawang",HDB,5-RM,1940
2020Q3,HDB,27,"Yishun, Sembawang",HDB,EXEC,2100
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,1-RM,0
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,2-RM,0
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,3-RM,1700
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,4-RM,1950
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,5-RM,2000
2020Q3,HDB,19,"Serangoon Garden, Hougang, Punggo",HDB,EXEC,2000
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,1-RM,0
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,2-RM,0
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,3-RM,1850
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,4-RM,2300
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,5-RM,2430
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,EXEC,0
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,1-RM,0
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,2-RM,0
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,3-RM,1800
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,4-RM,2000
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,5-RM,2200
2020Q3,HDB,18,"Tampines, Pasir Ris",HDB,EXEC,2400
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,1-RM,0
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,2-RM,0
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,3-RM,1840
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,4-RM,2300
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,5-RM,2500
2020Q3,HDB,12,"Balestier, Toa Payoh, Serangoon",HDB,EXEC,0
2020Q3,HDB,25,"Kranji, Woodgrove",HDB,1-RM,0
2020Q3,HDB,25,"Kranji, Woodgrove",HDB,2-RM,0
2020Q3,HDB,25,"Kranji, Woodgrove",HDB,3-RM,1550
